,Department,CourseNumber,Credits,Prerequisites
2298,ENG,529,4,['ENG\xa0528']
2299,ENG,530,4,['ENG\xa0529']
2300,ENG,536,4,
2301,ENG,548,4,
2302,ENG,555,4,
2303,ENG,557,4,
2304,ENG,561,4,
2305,ENG,568,4,
2306,ENG,570,4,
2307,ENG,579,4,
2308,ENG,580,4,
2309,ENG,585,4,
2310,ENG,586,4,
2311,ENG,588,4,
2312,ENG,591,4,['WR\xa0122']
2313,ENG,592,4,
2314,ENG,593,4,
2315,ENG,596,4,
2316,ENG,601,1-16,
2317,ENG,603,1-21,
2318,ENG,604,1-6,
2319,ENG,605,1-16,
2320,ENG,607,1-5,
2321,ENG,608,1-16,
2322,ENG,609,1-16,
2323,ENG,610,1-5,
2324,ENG,612,1-3,
2325,ENG,613,1-3,
2326,ENG,614,5,
2327,ENG,615,5,
2328,ENG,630,5,
2329,ENG,645,5,
2330,ENG,660,5,
2331,ENG,670,5,
2332,ENG,690,5,
2333,ENG,691,5,
2334,ENG,695,5,
2335,ENVD,199,1-5,
2336,ENVD,299,1-5,
2337,ENVD,399,1-5,
2338,ENVD,410,1-5,
2339,ENVS,196,1-5,
2340,ENVS,198,1-12,
2341,ENVS,199,1-5,
2342,ENVS,201,4,
2343,ENVS,202,4,
2344,ENVS,203,4,
2345,ENVS,225,4,
2346,ENVS,335,4,['MATH\xa0105']
2347,ENVS,345,4,
2348,ENVS,350,4,"['ENVS\xa0201', 'MATH\xa0112']"
2349,ENVS,399,1-5,
2350,ENVS,400,1-5,
2351,ENVS,401,1-12,
2352,ENVS,403,1-8,
2353,ENVS,404,1-12,
2354,ENVS,405,1-18,
2355,ENVS,406,1-12,
2356,ENVS,407,1-5,
2357,ENVS,408,1-8,
2358,ENVS,409,1-12,
2359,ENVS,410,1-5,
2360,ENVS,411,4,
2361,ENVS,425,4,
2362,ENVS,427,4,
2363,ENVS,429,4,
2364,ENVS,430,4,
2365,ENVS,435,4,['ENVS\xa0201']
2366,ENVS,450,4,['ENVS\xa0201']
2367,ENVS,455,4,
2368,ENVS,459,4,
2369,ENVS,465,4,"['BI\xa0307', 'BI\xa0370', 'GEOG\xa0360']"
2370,ENVS,467,4,"['ENVS\xa0201', 'ENVS\xa0202']"
2371,ENVS,477,4,"['CH\xa0111', 'CH\xa0221', 'CH\xa0224']"
2372,ENVS,493,4,"['ARCH\xa0491', 'ARCH\xa0493']"
2373,ENVS,494,4,"['ARCH\xa0491', 'ARCH\xa0494']"
2374,ENVS,500,1-5,
2375,ENVS,503,1-16,
2376,ENVS,507,1-5,
2377,ENVS,508,1-8,
2378,ENVS,510,1-5,
2379,ENVS,525,4,
2380,ENVS,530,4,
2381,ENVS,535,4,
2382,ENVS,550,4,
2383,ENVS,555,4,
2384,ENVS,559,4,
2385,ENVS,565,4,
2386,ENVS,567,4,
2387,ENVS,577,4,
2388,ENVS,593,4,['ARCH\xa0591']
2389,ENVS,594,4,['ARCH\xa0591']
2390,ENVS,601,1-16,
2391,ENVS,603,1-16,
2392,ENVS,604,1-5,
2393,ENVS,605,1-16,
2394,ENVS,606,1-16,
2395,ENVS,607,1-5,
2396,ENVS,608,1-16,
2397,ENVS,609,1-16,
2398,ENVS,610,1-5,
2399,ENVS,631,4,
2400,ENVS,632,2,
2401,ENVS,633,3,
2402,ES,101,4,
2403,ES,196,1-5,
2404,ES,198,1-12,
2405,ES,199,1-5,
2406,ES,200,4,
2407,ES,250,4,
2408,ES,252,4,
2409,ES,254,4,
2410,ES,256,4,
2411,ES,258,4,
2412,ES,301,4,"['ES\xa0101', 'ES\xa0250', 'ES\xa0252', 'ES\xa0254', 'ES\xa0256']"
2413,ES,310,4,
2414,ES,321,4,
2415,ES,330,4,['ES\xa0101']
2416,ES,350,4,
2417,ES,352,4,
2418,ES,354,4,
2419,ES,360,4,
2420,ES,370,4,
2421,ES,380,4,
2422,ES,385,4,['ES\xa0101']
2423,ES,399,1-5,
2424,ES,401,1-21,
2425,ES,404,1-12,
2426,ES,405,1-21,
2427,ES,406,1-12,
2428,ES,407,1-5,
2429,ES,409,1-12,
2430,ES,410,1-5,
2431,ES,440,4,
2432,ES,442,4,
2433,ES,450,4,
2434,ES,452,4,
2435,ES,456,4,
2436,ES,460,4,
2437,ES,464,4,
2438,ES,465,4,
2439,ES,468,4,
2440,ES,470,4,
2441,ES,507,1-5,
2442,ES,510,1-5,
2443,ES,540,4,
2444,ES,542,4,
2445,ES,552,4,
2446,ES,556,4,
2447,ES,560,4,
2448,ES,564,4,
2449,ES,565,4,
2450,ES,568,4,
2451,ES,570,4,
2452,ES,601,1-16,
2453,ES,603,1-16,
2454,ES,604,1-5,
2455,ES,605,1-16,
2456,ES,607,1-5,
2457,ES,610,1-5,
2459,ES,617,5,
2460,ES,618,5,
2461,ES,619,5,
2462,ES,620,5,
2463,ES,621,5,
2464,ES,622,5,
2465,ES,623,5,
2466,EURO,399,1-5,
2467,EURO,403,1-9,
2468,EURO,405,1-6,
2469,EURO,407,1-6,
2470,EURO,410,1-6,
2471,FHS,199,1-5,
2472,FHS,213,4,
2473,FHS,215,3,
2474,FHS,216,4,
2475,FHS,301,3,"['WR\xa0121', 'FHS\xa0215']"
2476,FHS,328,3,"['FHS\xa0215', 'FHS\xa0301']"
2477,FHS,329,4,"['FHS\xa0215', 'BEHT\xa0320']"
2478,FHS,330,4,"['FHS\xa0215', 'FHS\xa0216', 'FHS\xa0301']"
2479,FHS,331,3,['FHS\xa0330']
2480,FHS,399,1-5,
2481,FHS,401,1-5,
2482,FHS,404,1-12,
2483,FHS,405,1-5,
2484,FHS,406,1-12,
2485,FHS,407,1-5,
2486,FHS,408,1-9,
2487,FHS,409,1-12,
2488,FHS,410,1-5,
2489,FHS,420,3,['FHS\xa0301']
2490,FHS,471,3,"['FHS\xa0420', 'FHS\xa0330', 'BEHT\xa0412']"
2491,FHS,472,2-5,['FHS\xa0471']
2493,FHS,483,4,
2494,FHS,490,3,
2495,FHS,492,3,"['FHS\xa0213', 'FHS\xa0216']"
2496,FHS,493,3,"['FHS\xa0331', 'FHS\xa0471']"
2497,FHS,494,3,"['FHS\xa0331', 'FHS\xa0471']"
2498,FHS,507,1-5,
2499,FHS,508,1-9,
2500,FHS,510,1-5,
2501,FHS,583,4,
2502,FIN,199,1-5,
2503,FIN,240,4,
2504,FIN,281,4,
2505,FIN,283,4,
2506,FIN,311,4,"['BA\xa0101', 'BA\xa0213', 'BA\xa0240', 'EC\xa0201', 'MATH\xa0241', 'EC\xa0311', 'FIN\xa0311']"
2507,FIN,311,4,"['EC\xa0311', 'FIN\xa0311']"
2508,FIN,316,4,"['BA\xa0101', 'BA\xa0213', 'BA\xa0240', 'EC\xa0201', 'MATH\xa0241', 'FIN\xa0316']"
2509,FIN,316,4,['FIN\xa0316']
2510,FIN,380,4,"['N 316', 'OBA\xa0312']"
2511,FIN,401,1-21,
2512,FIN,403,1-12,
2513,FIN,405,1-12,
2514,FIN,406,1-12,
2515,FIN,407,4,
2516,FIN,409,1-12,
2517,FIN,410,1-4,"['FIN\xa0316', 'FIN\xa0316']"
2518,FIN,462,4,['FIN\xa0316']
2519,FIN,463,4,['FIN\xa0316']
2520,FIN,464,4,['FIN\xa0316']
2521,FIN,473,4,['FIN\xa0380']
2522,FIN,503,1-16,
2523,FIN,510,1-4,
2524,FIN,562,4,"['FIN\xa0380', 'FIN\xa0612']"
2525,FIN,564,4,
2526,FIN,601,1-16,
2527,FIN,603,1-16,
2528,FIN,604,1-9,
2529,FIN,605,1-16,
2530,FIN,606,1-16,
2531,FIN,607,1-5,
2532,FIN,608,1-16,
2533,FIN,609,1-12,
2534,FIN,610,1-5,
2535,FIN,612,3,
2536,FIN,613,3,['FIN\xa0612']
2537,FIN,615,3,
2538,FIN,617,3,
2539,FIN,671,3,['FIN\xa0612']
2540,FIN,673,3,
2541,FIN,675,3,
2542,FIN,683,3,
2543,FIN,685,3,['FIN\xa0612']
2544,FIN,687,3,['FIN\xa0683']
2545,FLR,198,1-2,
2546,FLR,199,1-5,
2547,FLR,199,0,
2548,FLR,225,4,
2549,FLR,235,4,
2550,FLR,236,4,
2551,FLR,250,4,
2552,FLR,255,4,
2553,FLR,320,4,
2554,FLR,350,4,
2555,FLR,370,4,
2556,FLR,399,1-5,
2557,FLR,399,4,
2558,FLR,400,1-5,
2559,FLR,401,1-6,
2560,FLR,403,1-6,
2561,FLR,404,1-8,
2562,FLR,405,1-6,
2563,FLR,406,1-12,
2564,FLR,407,1-5,
2565,FLR,408,1-5,
2566,FLR,409,1-12,
2567,FLR,410,1-5,
2568,FLR,411,4,
2569,FLR,415,4,
2570,FLR,495,4,
2571,FLR,500,1-5,
2572,FLR,503,1-12,
2573,FLR,507,1-5,
2574,FLR,508,1-5,
2575,FLR,510,1-5,
2576,FLR,511,4,
2577,FLR,515,4,
2578,FLR,595,4,
2579,FLR,601,1-6,
2580,FLR,604,1-6,
2581,FLR,605,1-16,
2582,FLR,606,1-16,
2583,FLR,607,1-6,
2584,FLR,608,1-16,
2585,FLR,609,1-16,
2586,FLR,610,1-5,
2587,FLR,681,5,
2588,FR,101,5,
2589,FR,102,5,['FR\xa0101']
2590,FR,103,5,['FR\xa0102']
2591,FR,111,5,
2592,FR,112,5,['FR\xa0111']
2593,FR,199,1-5,
2594,FR,201,4,"['FR\xa0103', 'FR\xa0112']"
2595,FR,202,4,['FR\xa0201']
2596,FR,203,4,['FR\xa0202']
2597,FR,301,4,['FR\xa0203']
2598,FR,302,4,['FR\xa0203']
2599,FR,307,2,['FR\xa0203']
2600,FR,312,4,"['FR\xa0301', 'FR\xa0302']"
2601,FR,317,4,"['FR\xa0301', 'FR\xa0302']"
2602,FR,318,4,"['FR\xa0301', 'FR\xa0302']"
2603,FR,319,4,"['FR\xa0301', 'FR\xa0302']"
2604,FR,330,4,"['FR\xa0301', 'FR\xa0302']"
2605,FR,331,4,"['FR\xa0301', 'FR\xa0302']"
2606,FR,333,4,"['FR\xa0301', 'FR\xa0302']"
2607,FR,362,4,"['FR\xa0301', 'FR\xa0302']"
2608,FR,399,1-5,"['FR\xa0301', 'FR\xa0302']"
2609,FR,403,3-6,
2610,FR,405,1-6,
2611,FR,406,1-12,
2612,FR,407,1-6,"['FR\xa0312', 'FR\xa0317', 'FR\xa0318', 'FR\xa0319']"
2613,FR,408,1-12,
2614,FR,409,1-12,
2615,FR,410,1-4,
2616,FR,416,4,"['FR\xa0301', 'FR\xa0302']"
2617,FR,425,4,"['FR\xa0301', 'FR\xa0302']"
2618,FR,451,4,"['FR\xa0312', 'FR\xa0317', 'FR\xa0318', 'FR\xa0319']"
2619,FR,460,4,"['FR\xa0312', 'FR\xa0317', 'FR\xa0318', 'FR\xa0319']"
2620,FR,480,4,"['FR\xa0312', 'FR\xa0317', 'FR\xa0318', 'FR\xa0319']"
2621,FR,490,4,"['FR\xa0312', 'FR\xa0317', 'FR\xa0318', 'FR\xa0319']"
2622,FR,507,1-6,
2623,FR,508,1-12,
2624,FR,510,1-4,
2625,FR,551,4,
2626,FR,560,4,
2627,FR,580,4,
2628,FR,590,4,
2629,FR,601,1-6,
2630,FR,605,1-6,
2631,FR,606,1-12,
2632,FR,607,1-6,
2633,FR,609,1-12,
2634,GEOG,141,4,
2635,GEOG,142,4,
2636,GEOG,181,4,
2637,GEOG,196,1-2,
2638,GEOG,199,1-5,
2639,GEOG,201,4,
2640,GEOG,202,4,
2641,GEOG,208,4,
2642,GEOG,209,4,
2643,GEOG,250,4,
2644,GEOG,281,4,
2645,GEOG,321,4,['GEOG\xa0141']
2646,GEOG,322,4,"['GEOG\xa0141', 'ERTH\xa0102', 'ERTH\xa0202']"
2647,GEOG,323,4,"['GEOG\xa0141', 'ERTH\xa0103', 'ERTH\xa0203', 'BI\xa0370']"
2648,GEOG,341,4,
2649,GEOG,342,4,
2650,GEOG,343,4,
2651,GEOG,360,4,"['GEOG\xa0141', 'ERTH\xa0102', 'ERTH\xa0202', 'BI\xa0130', 'BI\xa0213']"
2652,GEOG,361,4,['GEOG\xa0141']
2653,GEOG,391,4,
2654,GEOG,393,4,"['GEOG\xa0181', 'GEOG\xa0481']"
2655,GEOG,399,1-5,
2656,GEOG,399,4,
2657,GEOG,400,1-5,
2658,GEOG,401,1-21,
2659,GEOG,403,1-12,
2660,GEOG,405,1-21,
2661,GEOG,406,1-12,
2662,GEOG,407,1-5,
2663,GEOG,408,1-16,
2664,GEOG,409,1-12,
2665,GEOG,410,1-4,
2666,GEOG,410,1-4,
2667,GEOG,419,2,
2668,GEOG,421,4,['GEOG\xa0321']
2669,GEOG,423,4,['GEOG\xa0323']
2670,GEOG,425,4,"['GEOG\xa0321', 'GEOG\xa0322', 'MATH\xa0111']"
2671,GEOG,427,4,"['MATH\xa0112', 'GEOG\xa0322', 'GEOG\xa0425', 'ERTH\xa0334']"
2672,GEOG,430,4,"['GEOG\xa0321', 'GEOG\xa0322', 'GEOG\xa0323']"
2673,GEOG,433,4,"['BI\xa0307', 'GEOG\xa0323', 'BI\xa0370']"
2674,GEOG,441,4,
2675,GEOG,442,4,
2676,GEOG,444,4,
2677,GEOG,445,4,
2678,GEOG,448,4,
2679,GEOG,461,4,
2680,GEOG,465,4,
2681,GEOG,468,4,
2682,GEOG,481,4,
2683,GEOG,482,4,['GEOG\xa0481']
2684,GEOG,485,4,['GEOG\xa0481']
2685,GEOG,486,4,['GEOG\xa0485']
2686,GEOG,489,4,"['GEOG\xa0181', 'GEOG\xa0485']"
2687,GEOG,490,4,['GEOG\xa0481']
2688,GEOG,491,4,['GEOG\xa0482']
2689,GEOG,492,4,['GEOG\xa0481']
2690,GEOG,493,4,['GEOG\xa0393']
2691,GEOG,494,4,['GEOG\xa0481']
2692,GEOG,495,4,['GEOG\xa0481']
2693,GEOG,497,4,"['GEOG\xa0341', 'GEOG\xa0342', 'GEOG\xa0343']"
2694,GEOG,503,1-16,
2695,GEOG,507,1-5,
2696,GEOG,508,1-16,
2697,GEOG,510,1-4,
2698,GEOG,510,4,
2699,GEOG,521,4,
2700,GEOG,523,4,
2701,GEOG,525,4,
2702,GEOG,527,4,
2703,GEOG,530,4,
2704,GEOG,533,4,
2705,GEOG,541,4,
2706,GEOG,542,4,
2707,GEOG,544,4,
2708,GEOG,545,4,
2709,GEOG,548,4,
2710,GEOG,561,4,
2711,GEOG,565,4,
2712,GEOG,568,4,
2713,GEOG,581,4,
2714,GEOG,582,4,['GEOG\xa0581']
2715,GEOG,585,4,['GEOG\xa0581']
2716,GEOG,586,4,['GEOG\xa0585']
2717,GEOG,589,4,['GEOG\xa0585']
2718,GEOG,590,4,['GEOG\xa0581']
2719,GEOG,591,4,['GEOG\xa0582']
2720,GEOG,592,4,
2721,GEOG,593,4,
2722,GEOG,594,4,['GEOG\xa0581']
2723,GEOG,595,4,['GEOG\xa0581']
2724,GEOG,597,4,
2725,GEOG,601,1-16,
2726,GEOG,603,1-16,
2727,GEOG,605,1-16,
2728,GEOG,606,1-16,
2729,GEOG,607,1-5,
2730,GEOG,608,1-16,
2731,GEOG,609,1-12,
2732,GEOG,610,1-5,
2733,GEOG,611,4,
2734,GEOG,612,4,['GEOG\xa0611']
2735,GEOG,613,4,['GEOG\xa0612']
2739,GER,101,5,
2740,GER,102,5,"['GER\xa0101', 'GER\xa0142']"
2741,GER,103,5,['GER\xa0102']
2742,GER,141,4,
2743,GER,142,4,"['GER\xa0141', 'GER\xa0101', 'GER\xa0102']"
2744,GER,196,1-2,
2745,GER,198,1-2,
2746,GER,199,1-5,
2747,GER,201,4,['GER\xa0103']
2748,GER,202,4,['GER\xa0201']
2749,GER,203,4,['GER\xa0202']
2750,GER,220,4,
2751,GER,221,4,
2752,GER,222,4,
2753,GER,223,4,
2754,GER,250,4,
2755,GER,251,4,
2756,GER,252,4,
2757,GER,280,4,
2758,GER,311,4,['GER\xa0203']
2759,GER,312,4,['GER\xa0311']
2760,GER,313,4,['GER\xa0312']
2761,GER,345,4,
2762,GER,351,4,
2763,GER,354,4,
2764,GER,355,4,
2765,GER,356,4,
2766,GER,357,4,
2767,GER,360,4,
2768,GER,361,4,
2769,GER,362,4,
2770,GER,363,4,
2771,GER,364,4,
2772,GER,365,4,
2773,GER,399,1-5,
2774,GER,401,1-16,
2775,GER,403,1-12,
2776,GER,405,1-16,
2777,GER,406,1-12,
2778,GER,407,1-16,
2779,GER,408,1-16,
2780,GER,409,1-12,
2781,GER,410,1-5,
2782,GER,411,4,"['GER\xa0311', 'GER\xa0312', 'GER\xa0313']"
2783,GER,412,4,"['GER\xa0311', 'GER\xa0312', 'GER\xa0313']"
2784,GER,425,4,['GER\xa0203']
2785,GER,470,4,
2786,GER,503,1-16,
2787,GER,507,1-16,
2788,GER,508,1-16,
2789,GER,510,1-5,
2790,GER,570,4,
2791,GER,601,1-6,
2792,GER,603,1-16,
2793,GER,605,1-16,
2794,GER,606,1-12,
2795,GER,607,1-5,
2796,GER,608,1-16,
2797,GER,609,1-12,
2798,GER,610,1-5,
2799,GER,625,4,
2800,GER,690,4,
2801,GER,691,4,
2802,GER,692,4,
2803,GER,693,4,
2804,GER,694,4,
2805,GER,695,4,
2806,GLBL,101,4,
2807,GLBL,102,4,
2808,GLBL,196,1-2,
2809,GLBL,198,1-12,
2810,GLBL,199,1-5,
2811,GLBL,230,4,
2812,GLBL,240,4,
2813,GLBL,250,4,
2814,GLBL,270,4,
2815,GLBL,299,1-5,
2816,GLBL,340,4,
2817,GLBL,345,4,
2818,GLBL,350,4,
2819,GLBL,360,4,
2820,GLBL,370,4,
2821,GLBL,399,1-5,
2822,GLBL,401,1-12,
2823,GLBL,403,1-12,
2824,GLBL,405,1-12,
2825,GLBL,406,1-12,
2826,GLBL,407,1-5,
2827,GLBL,408,1-12,
2828,GLBL,409,1-12,
2829,GLBL,410,1-5,
2830,GLBL,415,4,
2831,GLBL,420,4,['GLBL\xa0240']
2832,GLBL,421,4,['GLBL\xa0240']
2833,GLBL,422,4,['GLBL\xa0240']
2834,GLBL,424,4,
2835,GLBL,425,4,
2836,GLBL,431,4,
2837,GLBL,433,4,
2838,GLBL,434,4,
2839,GLBL,435,2,
2840,GLBL,442,4,
2841,GLBL,443,4,
2842,GLBL,444,4,
2843,GLBL,445,4,
2844,GLBL,446,4,
2845,GLBL,448,4,
2846,GLBL,463,4,
2847,GLBL,465,4,
2848,GLBL,467,4,
2849,GLBL,503,1-12,
2850,GLBL,507,1-5,
2851,GLBL,508,1-12,
2852,GLBL,510,1-5,
2853,GLBL,515,4,
2854,GLBL,520,4,
2855,GLBL,521,4,
2856,GLBL,522,4,
2857,GLBL,524,4,
2858,GLBL,525,4,
2859,GLBL,531,4,
2860,GLBL,533,4,
2861,GLBL,534,4,
2862,GLBL,535,2,
2863,GLBL,542,4,
2864,GLBL,543,4,
2865,GLBL,544,4,
2866,GLBL,545,4,
2867,GLBL,546,4,
2868,GLBL,548,4,
2869,GLBL,563,4,
2870,GLBL,565,4,
2871,GLBL,567,4,
2872,GLBL,601,1-12,
2873,GLBL,605,1-16,
2874,GLBL,606,1-16,
2875,GLBL,607,1-5,
2876,GLBL,608,1-16,
2877,GLBL,609,1-12,
2878,GLBL,610,1-5,
2879,GLBL,655,4,
2881,GLBL,657,2,
2882,GSL,199,1-5,
2883,GSL,290,4,
2884,GSL,299,1-5,
2885,GSL,335,4,
2886,GSL,399,1-5,
2887,GSL,401,1-5,
2888,GSL,404,1-12,
2889,GSL,405,1-12,
2890,GSL,406,1-12,
2891,GSL,407,1-5,
2892,GSL,408,1-12,
2893,GSL,410,1-5,
2894,GSL,440,4,
2895,GSL,507,1-5,
2896,GSL,508,1-12,
2897,GSL,510,1-5,
2898,GSL,540,4,
2899,GSL,601,1-12,
2900,GSL,604,1-9,
2901,GSL,605,1-12,
2902,GSL,606,1-12,
2903,GSL,607,1-5,
2904,GSL,608,1-12,
2905,GSL,610,1-5,
2906,GRST,605,1-16,
2907,GRST,607,1-5,
2908,GRST,608,1-16,
2909,GRST,610,1-5,
2910,GRST,621,4,
2911,GRST,624,4,
2912,GRST,628,4,
2913,GRST,631,4,
2914,GRST,635,4,
2915,GRST,636,4,
2916,GRST,637,2,
2917,GRST,638,2,
2918,GRK,101,5,
2919,GRK,102,5,['GRK\xa0101']
2920,GRK,103,5,['GRK\xa0102']
2921,GRK,199,1-5,
2922,GRK,301,4,
2923,GRK,302,4,
2924,GRK,303,4,
2925,GRK,399,1-5,
2926,GRK,401,1-21,
2927,GRK,403,1-12,
2928,GRK,405,1-21,
2929,GRK,407,1-5,
2930,GRK,408,1-12,
2931,GRK,409,1-12,
2932,GRK,410,1-5,
2933,GRK,411,4,
2934,GRK,503,1-16,
2935,GRK,507,1-5,
2936,GRK,508,1-12,
2937,GRK,510,1-5,
2938,GRK,511,4,
2939,GRK,601,1-16,
2940,GRK,605,1-16,
2941,GRK,606,1-16,
2942,GRK,607,1-5,
2943,GRK,608,1-16,
2944,GRK,609,1-16,
2945,GRK,610,1-5,
2946,HBRW,101,4,
2947,HBRW,102,4,['HBRW\xa0101']
2948,HBRW,103,4,['HBRW\xa0102']
2949,HBRW,199,1-12,
2950,HBRW,301,4,['HBRW\xa0103']
2951,HBRW,302,4,['HBRW\xa0301']
2952,HBRW,303,4,['HBRW\xa0302']
2953,HBRW,399,1-12,
2954,HBRW,401,1-12,
2955,HBRW,402,1-12,
2956,HBRW,403,1-12,
2957,HBRW,404,1-12,
2958,HBRW,405,1-12,
2959,HBRW,406,1-12,
2960,HBRW,407,1-16,
2961,HBRW,408,1-12,
2962,HBRW,409,1-12,
2963,HBRW,410,1-16,
2964,HBRW,605,1-16,
2965,AAAP,199,1-5,
2966,AAAP,400,1-5,
2967,AAAP,404,1-12,
2968,AAAP,405,1-12,
2969,AAAP,406,1-12,
2970,AAAP,407,1-5,
2971,AAAP,408,1-5,
2972,AAAP,410,1-5,
2973,AAAP,411,3,
2974,AAAP,421,4,
2975,AAAP,422,4,
2976,AAAP,423,4,
2977,AAAP,431,3,['AAAP\xa0411']
2978,AAAP,438,4,
2979,AAAP,441,3,
2980,AAAP,451,3,
2981,AAAP,500,1-5,
2982,AAAP,503,1-12,
2983,AAAP,507,1-5,
2984,AAAP,508,1-5,
2985,AAAP,510,1-5,
2986,AAAP,511,3,
2987,AAAP,521,4,
2988,AAAP,522,4,
2989,AAAP,523,4,
2990,AAAP,531,3,['AAAP\xa0511']
2991,AAAP,538,4,
2992,AAAP,541,3,
2993,AAAP,551,3,
2994,AAAP,601,1-6,
2995,AAAP,604,1-9,
2996,AAAP,605,1-16,
2997,AAAP,606,1-16,
2998,AAAP,607,1-5,
2999,AAAP,608,1-16,
3000,AAAP,609,1-16,
3001,AAAP,610,1-5,
3002,AAAP,611,1-12,
3003,HIST,102,4,
3004,HIST,103,4,
3005,HIST,104,4,
3006,HIST,105,4,
3007,HIST,106,4,
3008,HIST,186,4,
3009,HIST,190,4,
3010,HIST,191,4,
3011,HIST,192,4,
3012,HIST,199,1-5,
3013,HIST,201,4,
3014,HIST,202,4,
3015,HIST,203,4,
3016,HIST,215,4,
3017,HIST,240,4,
3018,HIST,241,4,
3019,HIST,248,4,
3020,HIST,250,4,
3021,HIST,251,4,
3022,HIST,255,4,
3023,HIST,273,4,
3024,HIST,290,4,
3025,HIST,301,4,
3026,HIST,302,4,
3027,HIST,303,4,
3028,HIST,308,4,
3029,HIST,309,4,
3030,HIST,317,4,
3031,HIST,325,4,
3032,HIST,326,4,
3033,HIST,340,4,
3034,HIST,342,4,
3035,HIST,346,4,
3036,HIST,347,4,
3037,HIST,351,4,
3038,HIST,352,4,
3039,HIST,362,4,
3040,HIST,363,4,
3041,HIST,368,4,
3042,HIST,378,4,
3043,HIST,379,4,
3044,HIST,380,4,
3045,HIST,381,4,
3046,HIST,382,4,
3047,HIST,383,4,
3048,HIST,386,4,
3049,HIST,387,4,
3050,HIST,388,4,
3051,HIST,396,4,
3052,HIST,399,1-5,
3053,HIST,400,1-5,
3054,HIST,401,1-9,
3055,HIST,402,1-4,
3056,HIST,403,1-9,
3057,HIST,404,1-3,
3058,HIST,405,1-6,
3059,HIST,406,1-12,
3060,HIST,407,5,
3061,HIST,408,1-12,
3062,HIST,409,1-12,
3063,HIST,410,1-6,
3064,HIST,411,4,
3065,HIST,412,4,
3066,HIST,414,4,
3067,HIST,415,4,
3068,HIST,416,4,
3069,HIST,419,4,
3070,HIST,427,4,
3071,HIST,428,4,
3072,HIST,441,4,
3073,HIST,442,4,
3074,HIST,443,4,
3075,HIST,444,4,
3076,HIST,446,4,
3077,HIST,450,4,
3078,HIST,455,4,
3079,HIST,457,4,
3080,HIST,463,4,
3081,HIST,466,4,
3082,HIST,467,4,
3083,HIST,468,4,
3084,HIST,469,4,
3085,HIST,470,4,
3086,HIST,471,4,
3087,HIST,473,4,
3088,HIST,483,4,
3089,HIST,487,4,
3090,HIST,490,4,
3091,HIST,491,4,
3092,HIST,497,4,
3093,HIST,498,4,
3094,HIST,500,1-5,
3095,HIST,503,1-12,
3096,HIST,507,5,
3097,HIST,508,1-12,
3098,HIST,510,1-6,
3099,HIST,512,4,
3100,HIST,514,4,
3101,HIST,515,4,
3102,HIST,516,4,
3103,HIST,528,4,
3104,HIST,541,4,
3105,HIST,542,4,
3106,HIST,543,4,
3107,HIST,544,4,
3108,HIST,546,4,
3109,HIST,550,4,
3110,HIST,555,4,
3111,HIST,563,4,
3112,HIST,566,4,
3113,HIST,567,4,
3114,HIST,568,4,
3115,HIST,569,4,
3116,HIST,571,4,
3117,HIST,583,4,
3118,HIST,587,4,
3119,HIST,590,4,
3120,HIST,591,4,
3121,HIST,597,4,
3122,HIST,598,4,
3123,HIST,601,1-9,
3124,HIST,603,1-12,
3125,HIST,604,1-3,
3126,HIST,605,1-16,
3127,HIST,606,1-16,
3128,HIST,607,1-5,
3129,HIST,608,1-16,
3130,HIST,609,1-16,
3131,HIST,610,1-4,
3132,HIST,611,5,
3133,HIST,612,5,
3136,HIST,618,5,
3137,HIST,619,5,
3138,HC,101,4,
3139,HC,199,1-5,
3140,HC,221,4,
3141,HC,231,4,
3142,HC,241,4,
3143,HC,277,2,
3144,HC,301,4,"['HC\xa0221', 'HC\xa0231', 'HC\xa0241']"
3145,HC,399,1-5,
3146,HC,401,1-21,
3147,HC,403,1-21,
3148,HC,404,1-16,
3149,HC,405,1-21,
3150,HC,406,1-21,
3151,HC,407,1-5,
3152,HC,408,1-12,
3153,HC,409,1-21,
3154,HC,410,1-5,
3155,HC,421,4,
3156,HC,431,4,
3157,HC,434,4,
3158,HC,441,4,
3159,HC,444,4,
3160,HC,477,2,
3161,HPHY,105,4,
3162,HPHY,199,1-4,
3163,HPHY,211,3,
3164,HPHY,212,4,
3165,HPHY,321,5,"['HPHY\xa0211', 'BI\xa0212', 'BI\xa0282', 'CH\xa0223', 'CH\xa0226']"
3166,HPHY,322,5,"['HPHY\xa0212', 'BI\xa0212', 'BI\xa0282', 'CH\xa0223', 'CH\xa0226']"
3167,HPHY,323,5,['HPHY\xa0321']
3168,HPHY,324,5,"['HPHY\xa0321', 'HPHY\xa0322']"
3169,HPHY,325,5,"['HPHY\xa0323', 'HPHY\xa0324']"
3170,HPHY,333,4,"['HPHY\xa0321', 'HPHY\xa0322', 'PSY\xa0304']"
3171,HPHY,362,4,"['HPHY\xa0323', 'HPHY\xa0324']"
3172,HPHY,371,4,"['HPHY\xa0323', 'HPHY\xa0324']"
3173,HPHY,374,4,['HPHY\xa0371']
3174,HPHY,375,4,"['HPHY\xa0325', 'HPHY\xa0371']"
3175,HPHY,381,4,"['HPHY\xa0323', 'PHYS\xa0201']"
3176,HPHY,399,1-4,
3177,HPHY,401,1-15,
3178,HPHY,403,1-4,
3179,HPHY,404,1-16,
